skuname_ean,dollar_sales,volume_sales,is_client,serving_style,Indulgent brands vs Others,Topping Grouping,Deluxe/Supreme vs Others,Meat Combo/ Supreme/ Deluxe vs Others,Topping_Grouped,Veg vs Non-Veg,Sauce,Gluten Free,Updated Price Tier_PL,Crust Type - Higher level ,Pack Size - Panel,Pack Size Grouped,Cooking Style,Thickness of Crust,Healthy vs Regular Crust,Pack Count,Pack Type_Panel,Vegan(Nestle),Natural.Claim(Nestle),Non.Gmo(Nestle),Organic.Claim(Nestle),Plant.Based.Protein(Nestle),Preservative.Claim(Nestle),BFY Rolled up
0000922358791,1052555.755,119343.1209,0,Multi Serve,Non- Indulgent,Vegetarian,Others,Others,Vegetarian,PL,PL,No Gluten Claim Present,Premium,Thin,11.9 Oz,Small (<=20 Oz),Conv Oven,PL,PL,1 Ct,Box,No Vegan Claim Present,No Natural Claim Present,Non-Gmo Claim,PL,No Plant based claim,No Preservative-Free Claim Present,BFY
0002066200606,7235406.142,1144527.833,0,Multi Serve,Non- Indulgent,Meat Combos,Others,Deluxe/Supreme/Meat Combo,Meat Combos,Non-Veg,Red Sauce,No Gluten Claim Present,Premium,Thin,16.5 Oz,Small (<=20 Oz),Conv Oven,Thin,Regular Crust,1 Ct,Box,No Vegan Claim Present,No Natural Claim Present,No Gmo Claim Present,No Organic Claim Present,No Plant based claim,No Preservative-Free Claim Present,Non BFY
0001477700480,0,0,0,Multi Serve,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
0003952890157,76667.42244,7996.926037,0,Multi Serve,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
0001674113403,0,0,1,Multi Serve,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
0000200500480,6002.837265,1494.072652,0,Multi Serve,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
0074747930020,14757688.66,1656219.842,0,Multi Serve,Non- Indulgent,Cheese/Plain,Others,Others,Cheese/Plain,Vegetarian,Red Sauce,No Gluten Claim Present,Premium,Wood Fired,19 Oz,Small (<=20 Oz),Conv Oven,Thick/Original,Regular Crust,1 Ct,Box,No Vegan Claim Present,No Natural Claim Present,No Gmo Claim Present,No Organic Claim Present,No Plant based claim,No Preservative-Free Claim Present,Non BFY
0008355408433,2665.61012,422.8117105,0,Multi Serve,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
0073178903523,0,0,0,Multi Serve,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
0007570615104,970909.7219,237880.3222,0,Multi Serve,Indulgent,Sausage,Others,Others,Sausage,Non-Veg,NA,No Gluten Claim Present,Mid Tier,Regular Crust,25.05 Oz,Medium (20-30 Oz),Conv Oven,Thick/Original,NA,1 Ct,Box,No Vegan Claim Present,No Natural Claim Present,No Gmo Claim Present,No Organic Claim Present,No Plant based claim,No Preservative-Free Claim Present,Non BFY
0085493400736,59.52,6,0,Multi Serve,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
0009350602674,1164.938694,290.7205762,0,Multi Serve,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
0000334194700,0,0,0,Multi Serve,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
0007192117476,2313561.872,661634.3632,1,Multi Serve,Non- Indulgent,Sausage,Others,Others,Sausage,Non-Veg,Red Sauce,No Gluten Claim Present,Value,Regular Crust,21.3 Oz,Medium (20-30 Oz),Conv Oven,Thick/Original,Regular Crust,1 Ct,Over Wrap,No Vegan Claim Present,No Natural Claim Present,No Gmo Claim Present,No Organic Claim Present,No Plant based claim,No Preservative-Free Claim Present,Non BFY
0085000446806,0,0,0,Multi Serve,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
0005070609903,15733.5397,2406.409019,0,Multi Serve,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
0083041500997,0,0,0,Multi Serve,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
0082623400004,0,0,0,Multi Serve,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
0000008564328,3.26,0.8125,0,Multi Serve,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
0007864240002,490149.5925,119232.5983,0,Multi Serve,Non- Indulgent,Deluxe/Supreme,Deluxe/Supreme,Deluxe/Supreme/Meat Combo,Meat Combos,Non-Veg,NA,No Gluten Claim Present,Value,Regular Crust,15.35 OZ,Small (<=20 Oz),Conv Oven,Thick/Original,NA,1 Ct,Box,No Vegan Claim Present,Natural Claim Present,No Gmo Claim Present,No Organic Claim Present,No Plant based claim,No Preservative-Free Claim Present,BFY
0000467399808,0,0,0,Multi Serve,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
0000196035780,0,0,0,Multi Serve,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
0000372301961,0,0,0,Multi Serve,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
0000044243607,0,0,0,Multi Serve,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
0007192187955,0,0,0,Multi Serve,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
0007192100336,17.46469447,3.921327896,1,Multi Serve,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
0000797006206,215840.8446,35983.61079,0,Multi Serve,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
0067763600009,775961.1046,112181.67,0,Multi Serve,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
0000000604178,0,0,0,Multi Serve,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
0000734072817,0,0,0,Multi Serve,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
0000604157113,0,0,0,Multi Serve,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
0801429430350,0,0,0,Multi Serve,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
0007390000000,40073.23812,12013.82078,0,Multi Serve,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
0000100577744,0,0,0,Multi Serve,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
0000437972853,220.2643993,52.74332273,0,Multi Serve,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
0008355408408,16.67924786,4.169811964,0,Multi Serve,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
0087145900202,489.3789133,47.76536604,0,Multi Serve,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
0001674164328,14.82130918,1.709954415,1,Multi Serve,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
0000462437505,0,0,0,Multi Serve,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
0004309820166,7908.103642,1432.716218,0,Multi Serve,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
0069899781033,3993048.066,422363.886,0,Multi Serve,Non- Indulgent,Uncured Pepperoni,Others,Others,Pepperoni,Non-Veg,NA,Gluten Free Claim,Premium,Thin,18.39 Oz,Small (<=20 Oz),Conv Oven,Thin,Healthy,1 Ct,Box,No Vegan Claim Present,No Natural Claim Present,No Gmo Claim Present,No Organic Claim Present,No Plant based claim,No Preservative-Free Claim Present,BFY
0001742013831,0,0,0,Multi Serve,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
0007218063074,7405589.635,1842300.559,0,Multi Serve,Non- Indulgent,Vegetarian,Others,Others,Vegetarian,Vegetarian,Red Sauce,No Gluten Claim Present,Mid Tier,Wood Fired,22.52 Oz,Medium (20-30 Oz),Conv Oven,Thick/Original,Regular Crust,1 Ct,Box,No Vegan Claim Present,No Natural Claim Present,No Gmo Claim Present,No Organic Claim Present,No Plant based claim,No Preservative-Free Claim Present,Non BFY
0086000162411,1034258.732,256818.9987,0,Multi Serve,Non- Indulgent,Sausage,Others,Others,Sausage,Non-Veg,NA,No Gluten Claim Present,Mid Tier,Regular Crust,28.91 Oz,Medium (20-30 Oz),Conv Oven,Thin,NA,1 Ct,Box,No Vegan Claim Present,No Natural Claim Present,No Gmo Claim Present,No Organic Claim Present,No Plant based claim,Preservative-Free Claim,BFY
0000604157115,23.94,7.74375,0,Multi Serve,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
0004219700401,1315002.235,241721.9437,0,Multi Serve,Indulgent,Ao Topping,Others,Others,Ao Topping,Vegetarian,NA,No Gluten Claim Present,Mid Tier,Regular Crust,20.58 Oz,Medium (20-30 Oz),Conv Oven,Thick/Original,NA,1 Ct,Box,No Vegan Claim Present,No Natural Claim Present,No Gmo Claim Present,No Organic Claim Present,No Plant based claim,No Preservative-Free Claim Present,Non BFY
0001070877648,2552012.729,625601.008,0,Multi Serve,Non- Indulgent,Deluxe/Supreme,Deluxe/Supreme,Deluxe/Supreme/Meat Combo,Meat Combos,PL,PL,No Gluten Claim Present,Value,Pan/Deep Dish Crust,25.7 Oz,Medium (20-30 Oz),Conv Oven,Thick/Original,PL,1 Ct,Box,No Vegan Claim Present,No Natural Claim Present,No Gmo Claim Present,No Organic Claim Present,No Plant based claim,No Preservative-Free Claim Present,Non BFY
0000102166412,0,0,0,Multi Serve,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
0007192119954,21335366.17,5832035.488,1,Multi Serve,Non- Indulgent,Deluxe/Supreme,Deluxe/Supreme,Deluxe/Supreme/Meat Combo,Meat Combos,Non-Veg,Red Sauce,No Gluten Claim Present,Value,Regular Crust,20.8 Oz,Medium (20-30 Oz),Conv Oven,Thick/Original,Regular Crust,1 Ct,Over Wrap,No Vegan Claim Present,No Natural Claim Present,No Gmo Claim Present,No Organic Claim Present,No Plant based claim,No Preservative-Free Claim Present,Non BFY
0000395093525,1027763.546,332863.2164,0,Multi Serve,Non- Indulgent,Cheese/Plain,Others,Others,Cheese/Plain,Vegetarian,PL,No Gluten Claim Present,Value,Regular Crust,34.92 Oz,Large (>= 30 Oz),Conv Oven,Thick/Original,Regular Crust,3 Ct,Bag In Box,No Vegan Claim Present,No Natural Claim Present,No Gmo Claim Present,No Organic Claim Present,No Plant based claim,No Preservative-Free Claim Present,Non BFY
0001477700605,6395.919549,1556.11379,0,Multi Serve,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
0001996224711,0,0,0,Multi Serve,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
0007570631087,810595.9414,169385.0735,0,Multi Serve,Non- Indulgent,Pepperoni,Others,Others,Pepperoni,Non-Veg,NA,No Gluten Claim Present,Mid Tier,Hand Tossed/Pizzeria Style,23 Oz,Medium (20-30 Oz),Conv Oven,Thick/Original,NA,1 Ct,Box,No Vegan Claim Present,No Natural Claim Present,No Gmo Claim Present,No Organic Claim Present,No Plant based claim,No Preservative-Free Claim Present,Non BFY
0072031083172,15877.97674,1194.935431,0,Multi Serve,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
0000008558608,364.08,65.6375,0,Multi Serve,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
0073178913101,221.6527845,13.16629809,0,Multi Serve,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
0007527893570,0,0,0,Multi Serve,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
0067652523351,71051.08673,8543.351968,0,Multi Serve,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
0007570612751,0,0,0,Multi Serve,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
0007192182379,143242435,36799351.6,1,Multi Serve,Non- Indulgent,Pepperoni,Others,Others,Pepperoni,Non-Veg,Red Sauce,No Gluten Claim Present,Mid Tier,Rising Crust,24.7 Oz,Medium (20-30 Oz),Conv Oven,Thick/Original,Regular Crust,1 Ct,Box,No Vegan Claim Present,No Natural Claim Present,No Gmo Claim Present,No Organic Claim Present,No Plant based claim,No Preservative-Free Claim Present,Non BFY
0007527893571,0,0,0,Multi Serve,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
0000000604149,0,0,0,Multi Serve,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
0272110582691,0,0,0,Multi Serve,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
0000948231326,0,0,0,Multi Serve,Non- Indulgent,Meat Combos,Others,Deluxe/Supreme/Meat Combo,Meat Combos,PL,PL,No Gluten Claim Present,Value,Thin,14.2 Oz,Small (<=20 Oz),Conv Oven,PL,PL,1 Ct,Box,No Vegan Claim Present,No Natural Claim Present,No Gmo Claim Present,No Organic Claim Present,No Plant based claim,No Preservative-Free Claim Present,Non BFY
0009194596854,338451.1359,64988.34026,0,Multi Serve,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
0086039600130,0,0,0,Multi Serve,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
0001136599406,20591.23114,4683.066991,0,Multi Serve,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
0080487958308,130161.6879,7715.161983,0,Multi Serve,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
0007192163593,72975.2469,13743.22353,1,Multi Serve,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
0003120535100,2411253.906,447121.8971,0,Multi Serve,Non- Indulgent,Meat Combos,Others,Deluxe/Supreme/Meat Combo,Meat Combos,Non-Veg,NA,No Gluten Claim Present,Mid Tier,Thin,19.5 Oz,Small (<=20 Oz),Conv Oven,Thin,NA,1 Ct,Box,No Vegan Claim Present,Natural Claim Present,No Gmo Claim Present,No Organic Claim Present,No Plant based claim,Preservative-Free Claim,BFY
0005843120461,0,0,0,Multi Serve,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
0000000604355,0,0,0,Multi Serve,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
0064313030800,4124359.227,1069242.488,0,Multi Serve,Indulgent,Cheese/Plain,Others,Others,Cheese/Plain,Vegetarian,Red Sauce,No Gluten Claim Present,Mid Tier,Pan/Deep Dish Crust,32 Oz,Large (>= 30 Oz),Conv Oven,Thick/Original,Regular Crust,1 Ct,Box,No Vegan Claim Present,No Natural Claim Present,No Gmo Claim Present,No Organic Claim Present,No Plant based claim,No Preservative-Free Claim Present,Non BFY
0003120505500,4342188.069,1276476.225,0,Multi Serve,Non- Indulgent,Deluxe/Supreme,Deluxe/Supreme,Deluxe/Supreme/Meat Combo,Sausage,Non-Veg,Red Sauce,No Gluten Claim Present,Value,Regular Crust,33 Oz,Large (>= 30 Oz),Conv Oven,Thick/Original,Regular Crust,1 Ct,Box,No Vegan Claim Present,Natural Claim Present,No Gmo Claim Present,No Organic Claim Present,No Plant based claim,No Preservative-Free Claim Present,BFY
0002100007389,0,0,0,Multi Serve,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
0003870895080,0,0,0,Multi Serve,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
0002066200639,9.290829059,2.277938531,0,Multi Serve,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
0081459801002,137891.6753,43270.07516,0,Multi Serve,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
0085561600728,0,0,0,Multi Serve,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
0000685159493,109244.0639,17667.37644,0,Multi Serve,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
0000857305831,114631.5,53061.88125,0,Multi Serve,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
0000936541914,88.89080525,25.7360169,0,Multi Serve,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
0007192117118,9643407.059,2477713.971,1,Multi Serve,Non- Indulgent,Meat Combos,Others,Deluxe/Supreme/Meat Combo,Meat Combos,Non-Veg,Red Sauce,No Gluten Claim Present,Value,Regular Crust,19.4 Oz,Small (<=20 Oz),Conv Oven,Thick/Original,Regular Crust,1 Ct,Over Wrap,No Vegan Claim Present,No Natural Claim Present,No Gmo Claim Present,No Organic Claim Present,No Plant based claim,No Preservative-Free Claim Present,Non BFY
0074517845001,0,0,0,Multi Serve,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
0007465316646,1565646.691,367721.9663,1,Multi Serve,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
0068946613201,7148.918604,1176.573486,0,Multi Serve,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
0007465311321,0,0,1,Multi Serve,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
0000358332799,659.7921667,77.73363401,0,Multi Serve,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
0007192124584,0,0,1,Multi Serve,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
0001202254766,15966.52755,2196.835116,0,Multi Serve,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
0009194596796,250014.7033,45937.34339,0,Multi Serve,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
0000359418087,0,0,0,Multi Serve,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
0086000162414,438633.3636,72260.89756,0,Multi Serve,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
0004158100131,14435.02815,5782.212979,0,Multi Serve,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
0000041203274,0,0,0,Multi Serve,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
0000033562511,5736.295981,674.6691891,0,Multi Serve,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
0062830829004,8032.356381,624.9526963,0,Multi Serve,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
0001202980327,234447.2798,74276.05784,0,Multi Serve,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
0000000640441,138.5738366,38.58072229,1,Multi Serve,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
0082900600017,0,0,0,Multi Serve,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
0000907196381,272694.5555,59195.26971,0,Multi Serve,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
0007218050133,2983528.865,575990.7446,0,Multi Serve,Non- Indulgent,Cheese/Plain,Others,Others,Cheese/Plain,Vegetarian,Red Sauce,No Gluten Claim Present,Value,Stuffed Crust,22.74 Oz,Medium (20-30 Oz),Conv Oven,Thick/Original,Regular Crust,1 Ct,Box,No Vegan Claim Present,No Natural Claim Present,No Gmo Claim Present,No Organic Claim Present,No Plant based claim,No Preservative-Free Claim Present,Non BFY
0007660132918,5987.522635,1159.164001,0,Multi Serve,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
0007192100338,900846.8772,202414.1439,1,Multi Serve,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
0000643815980,16.82379162,3.803250765,0,Multi Serve,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
0087282400982,0,0,0,Multi Serve,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
0000264449924,855303.6595,304329.9301,0,Multi Serve,Non- Indulgent,Cheese/Plain,Others,Others,Cheese/Plain,PL,PL,No Gluten Claim Present,Value,Rising Crust,28.2 Oz,Medium (20-30 Oz),Conv Oven,PL,PL,1 Ct,Box,No Vegan Claim Present,No Natural Claim Present,No Gmo Claim Present,No Organic Claim Present,No Plant based claim,No Preservative-Free Claim Present,Non BFY
0000701517139,0,0,0,Multi Serve,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
0081496700040,128.2590274,24.65637597,0,Multi Serve,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
0000452840951,8867.208544,1279.638423,0,Multi Serve,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
0007192143601,0,0,1,Multi Serve,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
0007660122918,60224.55452,13100.29473,0,Multi Serve,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
0085763000331,134589.4683,31255.26471,0,Multi Serve,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
0086073800028,0,0,0,Multi Serve,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
0001076625419,3339595.652,1523514.798,0,Multi Serve,Non- Indulgent,Meat Combos,Others,Deluxe/Supreme/Meat Combo,Meat Combos,Non-Veg,PL,No Gluten Claim Present,Value,Rising Crust,29.8 Oz,Medium (20-30 Oz),Conv Oven,Thick/Original,PL,1 Ct,Box,No Vegan Claim Present,No Natural Claim Present,No Gmo Claim Present,No Organic Claim Present,No Plant based claim,No Preservative-Free Claim Present,Non BFY
